,timestamp,length,highest layer,dest_ip,query_len,src_port
1996,1521397352.987195,324,DNS,162.212.156.148,253,43917
1997,1521397353.001372,329,DNS,10.0.2.15,253,53
1998,1521397353.001432,324,DNS,162.212.156.148,253,43917
1999,1521397353.019487,329,DNS,10.0.2.15,253,53
2000,1521397353.019546,324,DNS,162.212.156.148,253,43917
2001,1521397353.037811,329,DNS,10.0.2.15,253,53
2002,1521397353.037872,225,DNS,162.212.156.148,154,43917
2003,1521397353.05689,292,DNS,10.0.2.15,154,53
2004,1521397353.057106,324,DNS,162.212.156.148,253,43917
2005,1521397353.076395,329,DNS,10.0.2.15,253,53
2006,1521397353.076467,324,DNS,162.212.156.148,253,43917
2007,1521397353.090273,329,DNS,10.0.2.15,253,53
2008,1521397353.090352,324,DNS,162.212.156.148,253,43917
2009,1521397353.105117,329,DNS,10.0.2.15,253,53
2010,1521397353.105184,324,DNS,162.212.156.148,253,43917
2011,1521397353.118698,329,DNS,10.0.2.15,253,53
2012,1521397353.118753,324,DNS,162.212.156.148,253,43917
2013,1521397353.133524,329,DNS,10.0.2.15,253,53
2014,1521397353.133627,225,DNS,162.212.156.148,154,43917
2015,1521397353.147448,292,DNS,10.0.2.15,154,53
2016,1521397353.147643,324,DNS,162.212.156.148,253,43917
2017,1521397353.161347,329,DNS,10.0.2.15,253,53
2018,1521397353.161409,324,DNS,162.212.156.148,253,43917
2019,1521397353.175297,329,DNS,10.0.2.15,253,53
2020,1521397353.175356,268,DNS,162.212.156.148,197,43917
2021,1521397353.189897,90,SSH,10.0.2.2,,
2022,1521397353.190063,335,DNS,10.0.2.15,197,53
2023,1521397353.190078,60,TCP,10.0.2.15,,
2024,1521397353.190391,324,DNS,162.212.156.148,253,43917
2025,1521397353.205476,329,DNS,10.0.2.15,253,53
2026,1521397353.205591,324,DNS,162.212.156.148,253,43917
2027,1521397353.220456,329,DNS,10.0.2.15,253,53
2028,1521397353.220529,324,DNS,162.212.156.148,253,43917
2029,1521397353.233847,329,DNS,10.0.2.15,253,53
2030,1521397353.233908,324,DNS,162.212.156.148,253,43917
2031,1521397353.247999,329,DNS,10.0.2.15,253,53
2032,1521397353.248082,324,DNS,162.212.156.148,253,43917
2033,1521397353.261908,329,DNS,10.0.2.15,253,53
2034,1521397353.262009,225,DNS,162.212.156.148,154,43917
2035,1521397353.276528,292,DNS,10.0.2.15,154,53
2036,1521397353.276808,324,DNS,162.212.156.148,253,43917
2037,1521397353.291784,329,DNS,10.0.2.15,253,53
2038,1521397353.291849,324,DNS,162.212.156.148,253,43917
2039,1521397353.307208,329,DNS,10.0.2.15,253,53
2040,1521397353.307268,324,DNS,162.212.156.148,253,43917
2041,1521397353.321086,329,DNS,10.0.2.15,253,53
2042,1521397353.321152,324,DNS,162.212.156.148,253,43917
2043,1521397353.335289,329,DNS,10.0.2.15,253,53
2044,1521397353.335664,324,DNS,162.212.156.148,253,43917
2045,1521397353.348911,329,DNS,10.0.2.15,253,53
2046,1521397353.348969,225,DNS,162.212.156.148,154,43917
2047,1521397353.363584,292,DNS,10.0.2.15,154,53
2048,1521397353.363848,324,DNS,162.212.156.148,253,43917
2049,1521397353.377312,329,DNS,10.0.2.15,253,53
2050,1521397353.377383,324,DNS,162.212.156.148,253,43917
2051,1521397353.392445,329,DNS,10.0.2.15,253,53
2052,1521397353.392533,324,DNS,162.212.156.148,253,43917
2053,1521397353.408227,329,DNS,10.0.2.15,253,53
2054,1521397353.408331,324,DNS,162.212.156.148,253,43917
2055,1521397353.422393,329,DNS,10.0.2.15,253,53
2056,1521397353.422507,324,DNS,162.212.156.148,253,43917
2057,1521397353.437272,329,DNS,10.0.2.15,253,53
2058,1521397353.437344,225,DNS,162.212.156.148,154,43917
2059,1521397353.452088,292,DNS,10.0.2.15,154,53
2060,1521397353.452302,324,DNS,162.212.156.148,253,43917
2061,1521397353.465571,329,DNS,10.0.2.15,253,53
2062,1521397353.465629,324,DNS,162.212.156.148,253,43917
2063,1521397353.479442,329,DNS,10.0.2.15,253,53
2064,1521397353.479576,324,DNS,162.212.156.148,253,43917
2065,1521397353.495573,329,DNS,10.0.2.15,253,53
2066,1521397353.495665,324,DNS,162.212.156.148,253,43917
2067,1521397353.510579,329,DNS,10.0.2.15,253,53
2068,1521397353.510653,324,DNS,162.212.156.148,253,43917
2069,1521397353.524475,329,DNS,10.0.2.15,253,53
2070,1521397353.524536,225,DNS,162.212.156.148,154,43917
2071,1521397353.539098,292,DNS,10.0.2.15,154,53
2072,1521397353.539294,324,DNS,162.212.156.148,253,43917
2073,1521397353.55381,329,DNS,10.0.2.15,253,53
2074,1521397353.553934,324,DNS,162.212.156.148,253,43917
2075,1521397353.56723,329,DNS,10.0.2.15,253,53
2076,1521397353.567292,324,DNS,162.212.156.148,253,43917
2077,1521397353.581331,329,DNS,10.0.2.15,253,53
2078,1521397353.581391,324,DNS,162.212.156.148,253,43917
2079,1521397353.595774,329,DNS,10.0.2.15,253,53
2080,1521397353.595833,324,DNS,162.212.156.148,253,43917
2081,1521397353.61514,329,DNS,10.0.2.15,253,53
2082,1521397353.615204,225,DNS,162.212.156.148,154,43917
2083,1521397353.629293,292,DNS,10.0.2.15,154,53
2084,1521397353.629724,324,DNS,162.212.156.148,253,43917
2085,1521397353.643972,329,DNS,10.0.2.15,253,53
2086,1521397353.64406,324,DNS,162.212.156.148,253,43917
2087,1521397353.657833,329,DNS,10.0.2.15,253,53
2088,1521397353.657898,324,DNS,162.212.156.148,253,43917
2089,1521397353.671214,329,DNS,10.0.2.15,253,53
2090,1521397353.671282,324,DNS,162.212.156.148,253,43917
2091,1521397353.686487,329,DNS,10.0.2.15,253,53
2092,1521397353.686551,324,DNS,162.212.156.148,253,43917
2093,1521397353.699569,329,DNS,10.0.2.15,253,53
2094,1521397353.699631,225,DNS,162.212.156.148,154,43917
2095,1521397353.71624,292,DNS,10.0.2.15,154,53
2096,1521397353.71646,324,DNS,162.212.156.148,253,43917
2097,1521397353.730573,329,DNS,10.0.2.15,253,53
2098,1521397353.73063,324,DNS,162.212.156.148,253,43917
2099,1521397353.74439,329,DNS,10.0.2.15,253,53
2100,1521397353.74447,324,DNS,162.212.156.148,253,43917
2101,1521397353.759037,329,DNS,10.0.2.15,253,53
2102,1521397353.759116,324,DNS,162.212.156.148,253,43917
2103,1521397353.776377,329,DNS,10.0.2.15,253,53
2104,1521397353.776453,324,DNS,162.212.156.148,253,43917
2105,1521397353.790739,329,DNS,10.0.2.15,253,53
2106,1521397353.790807,225,DNS,162.212.156.148,154,43917
2107,1521397353.804906,292,DNS,10.0.2.15,154,53
2108,1521397353.805401,324,DNS,162.212.156.148,253,43917
2109,1521397353.821191,329,DNS,10.0.2.15,253,53
2110,1521397353.821269,324,DNS,162.212.156.148,253,43917
2111,1521397353.836336,329,DNS,10.0.2.15,253,53
2112,1521397353.836394,324,DNS,162.212.156.148,253,43917
2113,1521397353.851404,329,DNS,10.0.2.15,253,53
2114,1521397353.851467,324,DNS,162.212.156.148,253,43917
2115,1521397353.865316,329,DNS,10.0.2.15,253,53
2116,1521397353.86538,324,DNS,162.212.156.148,253,43917
2117,1521397353.87837,329,DNS,10.0.2.15,253,53
2118,1521397353.878421,225,DNS,162.212.156.148,154,43917
2119,1521397353.894023,292,DNS,10.0.2.15,154,53
2120,1521397353.894231,324,DNS,162.212.156.148,253,43917
2121,1521397353.911319,329,DNS,10.0.2.15,253,53
2122,1521397353.911449,324,DNS,162.212.156.148,253,43917
2123,1521397353.957431,329,DNS,10.0.2.15,253,53
2124,1521397353.957497,324,DNS,162.212.156.148,253,43917
2125,1521397353.970801,329,DNS,10.0.2.15,253,53
2126,1521397353.970885,324,DNS,162.212.156.148,253,43917
2127,1521397353.985665,329,DNS,10.0.2.15,253,53
2128,1521397353.985727,324,DNS,162.212.156.148,253,43917
2129,1521397353.999363,329,DNS,10.0.2.15,253,53
2130,1521397353.999421,225,DNS,162.212.156.148,154,43917
2131,1521397354.021159,292,DNS,10.0.2.15,154,53
2132,1521397354.021501,324,DNS,162.212.156.148,253,43917
2133,1521397354.035024,329,DNS,10.0.2.15,253,53
2134,1521397354.035085,324,DNS,162.212.156.148,253,43917
2135,1521397354.048955,329,DNS,10.0.2.15,253,53
2136,1521397354.049051,324,DNS,162.212.156.148,253,43917
2137,1521397354.066379,329,DNS,10.0.2.15,253,53
2138,1521397354.066441,324,DNS,162.212.156.148,253,43917
2139,1521397354.0799,329,DNS,10.0.2.15,253,53
2140,1521397354.079977,324,DNS,162.212.156.148,253,43917
2141,1521397354.095197,329,DNS,10.0.2.15,253,53
2142,1521397354.09527,225,DNS,162.212.156.148,154,43917
2143,1521397354.109076,292,DNS,10.0.2.15,154,53
2144,1521397354.109286,324,DNS,162.212.156.148,253,43917
2145,1521397354.123658,329,DNS,10.0.2.15,253,53
2146,1521397354.123723,324,DNS,162.212.156.148,253,43917
2147,1521397354.137282,329,DNS,10.0.2.15,253,53
2148,1521397354.137341,324,DNS,162.212.156.148,253,43917
2149,1521397354.152171,329,DNS,10.0.2.15,253,53
2150,1521397354.152232,324,DNS,162.212.156.148,253,43917
2151,1521397354.178239,329,DNS,10.0.2.15,253,53
2152,1521397354.178299,324,DNS,162.212.156.148,253,43917
2153,1521397354.19045,90,SSH,10.0.2.2,,
2154,1521397354.190667,60,TCP,10.0.2.15,,
2155,1521397354.193205,329,DNS,10.0.2.15,253,53
2156,1521397354.193276,225,DNS,162.212.156.148,154,43917
2157,1521397354.207753,292,DNS,10.0.2.15,154,53
2158,1521397354.207954,324,DNS,162.212.156.148,253,43917
2159,1521397354.221155,329,DNS,10.0.2.15,253,53
2160,1521397354.221217,324,DNS,162.212.156.148,253,43917
2161,1521397354.236335,329,DNS,10.0.2.15,253,53
2162,1521397354.236412,324,DNS,162.212.156.148,253,43917
2163,1521397354.253252,329,DNS,10.0.2.15,253,53
2164,1521397354.253329,324,DNS,162.212.156.148,253,43917
2165,1521397354.269092,329,DNS,10.0.2.15,253,53
2166,1521397354.269157,324,DNS,162.212.156.148,253,43917
2167,1521397354.28381,329,DNS,10.0.2.15,253,53
2168,1521397354.283893,225,DNS,162.212.156.148,154,43917
2169,1521397354.299009,292,DNS,10.0.2.15,154,53
2170,1521397354.299213,324,DNS,162.212.156.148,253,43917
2171,1521397354.312938,329,DNS,10.0.2.15,253,53
2172,1521397354.313006,324,DNS,162.212.156.148,253,43917
2173,1521397354.328316,329,DNS,10.0.2.15,253,53
2174,1521397354.328401,324,DNS,162.212.156.148,253,43917
2175,1521397354.341478,329,DNS,10.0.2.15,253,53
2176,1521397354.341538,324,DNS,162.212.156.148,253,43917
2177,1521397354.355562,329,DNS,10.0.2.15,253,53
2178,1521397354.355622,324,DNS,162.212.156.148,253,43917
2179,1521397354.370359,329,DNS,10.0.2.15,253,53
2180,1521397354.370418,225,DNS,162.212.156.148,154,43917
2181,1521397354.384561,292,DNS,10.0.2.15,154,53
2182,1521397354.384832,324,DNS,162.212.156.148,253,43917
2183,1521397354.398538,329,DNS,10.0.2.15,253,53
2184,1521397354.398594,324,DNS,162.212.156.148,253,43917
2185,1521397354.412463,329,DNS,10.0.2.15,253,53
2186,1521397354.412534,324,DNS,162.212.156.148,253,43917
2187,1521397354.427036,329,DNS,10.0.2.15,253,53
2188,1521397354.427098,324,DNS,162.212.156.148,253,43917
2189,1521397354.441751,329,DNS,10.0.2.15,253,53
2190,1521397354.44184,324,DNS,162.212.156.148,253,43917
2191,1521397354.462112,329,DNS,10.0.2.15,253,53
2192,1521397354.462182,225,DNS,162.212.156.148,154,43917
2193,1521397354.477268,292,DNS,10.0.2.15,154,53
2194,1521397354.477606,324,DNS,162.212.156.148,253,43917
2195,1521397354.491414,329,DNS,10.0.2.15,253,53
2196,1521397354.491477,324,DNS,162.212.156.148,253,43917
2197,1521397354.505842,329,DNS,10.0.2.15,253,53
2198,1521397354.506052,324,DNS,162.212.156.148,253,43917
2199,1521397354.520172,329,DNS,10.0.2.15,253,53
2200,1521397354.520234,324,DNS,162.212.156.148,253,43917
2201,1521397354.533898,329,DNS,10.0.2.15,253,53
2202,1521397354.533955,324,DNS,162.212.156.148,253,43917
2203,1521397354.547714,329,DNS,10.0.2.15,253,53
2204,1521397354.547792,225,DNS,162.212.156.148,154,43917
2205,1521397354.562198,292,DNS,10.0.2.15,154,53
2206,1521397354.562408,324,DNS,162.212.156.148,253,43917
2207,1521397354.576102,329,DNS,10.0.2.15,253,53
2208,1521397354.576162,324,DNS,162.212.156.148,253,43917
2209,1521397354.591264,329,DNS,10.0.2.15,253,53
2210,1521397354.591322,324,DNS,162.212.156.148,253,43917
2211,1521397354.605927,329,DNS,10.0.2.15,253,53
2212,1521397354.605983,324,DNS,162.212.156.148,253,43917
2213,1521397354.621108,329,DNS,10.0.2.15,253,53
2214,1521397354.62117,324,DNS,162.212.156.148,253,43917
2215,1521397354.636569,329,DNS,10.0.2.15,253,53
2216,1521397354.636663,225,DNS,162.212.156.148,154,43917
2217,1521397354.650911,292,DNS,10.0.2.15,154,53
2218,1521397354.651133,324,DNS,162.212.156.148,253,43917
2219,1521397354.664807,329,DNS,10.0.2.15,253,53
2220,1521397354.66488,324,DNS,162.212.156.148,253,43917
2221,1521397354.679227,329,DNS,10.0.2.15,253,53
2222,1521397354.679292,324,DNS,162.212.156.148,253,43917
2223,1521397354.693673,329,DNS,10.0.2.15,253,53
2224,1521397354.693767,324,DNS,162.212.156.148,253,43917
2225,1521397354.70866,329,DNS,10.0.2.15,253,53
2226,1521397354.708717,324,DNS,162.212.156.148,253,43917
2227,1521397354.722523,329,DNS,10.0.2.15,253,53
2228,1521397354.722591,225,DNS,162.212.156.148,154,43917
2229,1521397354.739954,292,DNS,10.0.2.15,154,53
2230,1521397354.740183,324,DNS,162.212.156.148,253,43917
2231,1521397354.769784,329,DNS,10.0.2.15,253,53
2232,1521397354.76985,324,DNS,162.212.156.148,253,43917
2233,1521397354.784217,329,DNS,10.0.2.15,253,53
2234,1521397354.784275,324,DNS,162.212.156.148,253,43917
2235,1521397354.797626,329,DNS,10.0.2.15,253,53
2236,1521397354.797688,324,DNS,162.212.156.148,253,43917
2237,1521397354.812056,329,DNS,10.0.2.15,253,53
2238,1521397354.812232,324,DNS,162.212.156.148,253,43917
2239,1521397354.826831,329,DNS,10.0.2.15,253,53
2240,1521397354.826917,225,DNS,162.212.156.148,154,43917
2241,1521397354.841215,292,DNS,10.0.2.15,154,53
2242,1521397354.841417,324,DNS,162.212.156.148,253,43917
2243,1521397354.855643,329,DNS,10.0.2.15,253,53
2244,1521397354.855704,324,DNS,162.212.156.148,253,43917
2245,1521397354.869454,329,DNS,10.0.2.15,253,53
2246,1521397354.869509,324,DNS,162.212.156.148,253,43917
2247,1521397354.904996,329,DNS,10.0.2.15,253,53
2248,1521397354.905057,324,DNS,162.212.156.148,253,43917
2249,1521397354.919345,329,DNS,10.0.2.15,253,53
2250,1521397354.919407,324,DNS,162.212.156.148,253,43917
2251,1521397354.933778,329,DNS,10.0.2.15,253,53
2252,1521397354.933839,225,DNS,162.212.156.148,154,43917
2253,1521397354.948399,292,DNS,10.0.2.15,154,53
2254,1521397354.9486,324,DNS,162.212.156.148,253,43917
2255,1521397354.963366,329,DNS,10.0.2.15,253,53
2256,1521397354.963427,324,DNS,162.212.156.148,253,43917
2257,1521397354.977907,329,DNS,10.0.2.15,253,53
2258,1521397354.977969,324,DNS,162.212.156.148,253,43917
2259,1521397354.992202,329,DNS,10.0.2.15,253,53
2260,1521397354.992265,324,DNS,162.212.156.148,253,43917
2261,1521397355.006212,329,DNS,10.0.2.15,253,53
2262,1521397355.006272,324,DNS,162.212.156.148,253,43917
2263,1521397355.021518,329,DNS,10.0.2.15,253,53
2264,1521397355.021642,225,DNS,162.212.156.148,154,43917
2265,1521397355.08442,230,DNS,10.0.2.15,154,53
2266,1521397355.084812,324,DNS,162.212.156.148,253,43917
2267,1521397355.098218,329,DNS,10.0.2.15,253,53
2268,1521397355.098281,324,DNS,162.212.156.148,253,43917
2269,1521397355.112576,391,DNS,10.0.2.15,253,53
2270,1521397355.112665,324,DNS,162.212.156.148,253,43917
2271,1521397355.126863,329,DNS,10.0.2.15,253,53
2272,1521397355.126922,324,DNS,162.212.156.148,253,43917
2273,1521397355.141349,329,DNS,10.0.2.15,253,53
2274,1521397355.141406,324,DNS,162.212.156.148,253,43917
2275,1521397355.158306,329,DNS,10.0.2.15,253,53
2276,1521397355.158369,225,DNS,162.212.156.148,154,43917
2277,1521397355.192304,98,SSH,10.0.2.2,,
2278,1521397355.192502,60,TCP,10.0.2.15,,
2279,1521397355.193264,230,DNS,10.0.2.15,154,53
2280,1521397355.193454,324,DNS,162.212.156.148,253,43917
2281,1521397355.2077,329,DNS,10.0.2.15,253,53
2282,1521397355.207807,324,DNS,162.212.156.148,253,43917
2283,1521397355.222675,391,DNS,10.0.2.15,253,53
2284,1521397355.22283,324,DNS,162.212.156.148,253,43917
2285,1521397355.236324,329,DNS,10.0.2.15,253,53
2286,1521397355.236388,324,DNS,162.212.156.148,253,43917
2287,1521397355.251633,329,DNS,10.0.2.15,253,53
2288,1521397355.251696,324,DNS,162.212.156.148,253,43917
2289,1521397355.264786,329,DNS,10.0.2.15,253,53
2290,1521397355.264861,225,DNS,162.212.156.148,154,43917
2291,1521397355.301023,230,DNS,10.0.2.15,154,53
2292,1521397355.301211,324,DNS,162.212.156.148,253,43917
2293,1521397355.315511,329,DNS,10.0.2.15,253,53
2294,1521397355.315585,324,DNS,162.212.156.148,253,43917
2295,1521397355.32911,391,DNS,10.0.2.15,253,53
2296,1521397355.329281,324,DNS,162.212.156.148,253,43917
2297,1521397355.343681,329,DNS,10.0.2.15,253,53
2298,1521397355.343744,324,DNS,162.212.156.148,253,43917
2299,1521397355.359519,329,DNS,10.0.2.15,253,53
2300,1521397355.359578,324,DNS,162.212.156.148,253,43917
2301,1521397355.374122,329,DNS,10.0.2.15,253,53
2302,1521397355.374183,225,DNS,162.212.156.148,154,43917
2303,1521397355.409821,230,DNS,10.0.2.15,154,53
2304,1521397355.410018,324,DNS,162.212.156.148,253,43917
2305,1521397355.425217,329,DNS,10.0.2.15,253,53
2306,1521397355.425294,324,DNS,162.212.156.148,253,43917
2307,1521397355.439986,391,DNS,10.0.2.15,253,53
2308,1521397355.440103,324,DNS,162.212.156.148,253,43917
2309,1521397355.456497,329,DNS,10.0.2.15,253,53
2310,1521397355.456569,324,DNS,162.212.156.148,253,43917
2311,1521397355.470856,329,DNS,10.0.2.15,253,53
2312,1521397355.470929,324,DNS,162.212.156.148,253,43917
2313,1521397355.48511,329,DNS,10.0.2.15,253,53
2314,1521397355.485185,225,DNS,162.212.156.148,154,43917
2315,1521397355.520039,230,DNS,10.0.2.15,154,53
2316,1521397355.520594,324,DNS,162.212.156.148,253,43917
2317,1521397355.545059,392,DNS,10.0.2.15,253,53
2318,1521397355.545152,324,DNS,162.212.156.148,253,43917
2319,1521397355.559459,329,DNS,10.0.2.15,253,53
2320,1521397355.559595,324,DNS,162.212.156.148,253,43917
2321,1521397355.578625,329,DNS,10.0.2.15,253,53
2322,1521397355.578685,324,DNS,162.212.156.148,253,43917
2323,1521397355.592521,329,DNS,10.0.2.15,253,53
2324,1521397355.592599,324,DNS,162.212.156.148,253,43917
2325,1521397355.60742,329,DNS,10.0.2.15,253,53
2326,1521397355.607484,225,DNS,162.212.156.148,154,43917
2327,1521397355.642456,230,DNS,10.0.2.15,154,53
2328,1521397355.642654,324,DNS,162.212.156.148,253,43917
2329,1521397355.659548,329,DNS,10.0.2.15,253,53
2330,1521397355.659618,324,DNS,162.212.156.148,253,43917
2331,1521397355.675265,391,DNS,10.0.2.15,253,53
2332,1521397355.675343,324,DNS,162.212.156.148,253,43917
2333,1521397355.695521,329,DNS,10.0.2.15,253,53
2334,1521397355.695584,324,DNS,162.212.156.148,253,43917
2335,1521397355.710455,329,DNS,10.0.2.15,253,53
2336,1521397355.710518,324,DNS,162.212.156.148,253,43917
2337,1521397355.724213,329,DNS,10.0.2.15,253,53
2338,1521397355.724284,225,DNS,162.212.156.148,154,43917
2339,1521397355.762002,230,DNS,10.0.2.15,154,53
2340,1521397355.762338,324,DNS,162.212.156.148,253,43917
2341,1521397355.776105,392,DNS,10.0.2.15,253,53
2342,1521397355.776187,324,DNS,162.212.156.148,253,43917
2343,1521397355.790555,329,DNS,10.0.2.15,253,53
2344,1521397355.790615,324,DNS,162.212.156.148,253,43917
2345,1521397355.81868,329,DNS,10.0.2.15,253,53
2346,1521397355.818745,324,DNS,162.212.156.148,253,43917
2347,1521397355.833622,329,DNS,10.0.2.15,253,53
2348,1521397355.833679,324,DNS,162.212.156.148,253,43917
2349,1521397355.84679,329,DNS,10.0.2.15,253,53
2350,1521397355.846852,225,DNS,162.212.156.148,154,43917
2351,1521397355.888173,230,DNS,10.0.2.15,154,53
2352,1521397355.888363,324,DNS,162.212.156.148,253,43917
2353,1521397355.904129,391,DNS,10.0.2.15,253,53
2354,1521397355.904364,324,DNS,162.212.156.148,253,43917
2355,1521397355.91834,329,DNS,10.0.2.15,253,53
2356,1521397355.918403,324,DNS,162.212.156.148,253,43917
2357,1521397355.934482,329,DNS,10.0.2.15,253,53
2358,1521397355.934548,324,DNS,162.212.156.148,253,43917
2359,1521397355.966715,329,DNS,10.0.2.15,253,53
2360,1521397355.966782,324,DNS,162.212.156.148,253,43917
2361,1521397355.981199,329,DNS,10.0.2.15,253,53
2362,1521397355.98131,225,DNS,162.212.156.148,154,43917
2363,1521397356.019776,230,DNS,10.0.2.15,154,53
2364,1521397356.019972,324,DNS,162.212.156.148,253,43917
2365,1521397356.036229,329,DNS,10.0.2.15,253,53
2366,1521397356.036286,324,DNS,162.212.156.148,253,43917
2367,1521397356.050774,391,DNS,10.0.2.15,253,53
2368,1521397356.050854,324,DNS,162.212.156.148,253,43917
2369,1521397356.06419,329,DNS,10.0.2.15,253,53
2370,1521397356.064251,324,DNS,162.212.156.148,253,43917
2371,1521397356.078483,329,DNS,10.0.2.15,253,53
2372,1521397356.078548,324,DNS,162.212.156.148,253,43917
2373,1521397356.092859,329,DNS,10.0.2.15,253,53
2374,1521397356.092922,225,DNS,162.212.156.148,154,43917
2375,1521397356.128511,230,DNS,10.0.2.15,154,53
2376,1521397356.128693,324,DNS,162.212.156.148,253,43917
2377,1521397356.144048,329,DNS,10.0.2.15,253,53
2378,1521397356.14414,324,DNS,162.212.156.148,253,43917
2379,1521397356.158259,391,DNS,10.0.2.15,253,53
2380,1521397356.158344,324,DNS,162.212.156.148,253,43917
2381,1521397356.171945,329,DNS,10.0.2.15,253,53
2382,1521397356.172011,324,DNS,162.212.156.148,253,43917
2383,1521397356.18591,329,DNS,10.0.2.15,253,53
2384,1521397356.185983,324,DNS,162.212.156.148,253,43917
2385,1521397356.19501,98,SSH,10.0.2.2,,
2386,1521397356.195193,60,TCP,10.0.2.15,,
2387,1521397356.202458,329,DNS,10.0.2.15,253,53
2388,1521397356.202535,225,DNS,162.212.156.148,154,43917
2389,1521397356.237514,230,DNS,10.0.2.15,154,53
2390,1521397356.237702,324,DNS,162.212.156.148,253,43917
2391,1521397356.253059,329,DNS,10.0.2.15,253,53
2392,1521397356.253121,324,DNS,162.212.156.148,253,43917
2393,1521397356.270303,391,DNS,10.0.2.15,253,53
2394,1521397356.270379,324,DNS,162.212.156.148,253,43917
2395,1521397356.283982,329,DNS,10.0.2.15,253,53
2396,1521397356.284119,324,DNS,162.212.156.148,253,43917
2397,1521397356.297684,329,DNS,10.0.2.15,253,53
2398,1521397356.297744,324,DNS,162.212.156.148,253,43917
2399,1521397356.313468,329,DNS,10.0.2.15,253,53
2400,1521397356.313544,225,DNS,162.212.156.148,154,43917
2401,1521397356.347721,230,DNS,10.0.2.15,154,53
2402,1521397356.34793,324,DNS,162.212.156.148,253,43917
2403,1521397356.361793,329,DNS,10.0.2.15,253,53
2404,1521397356.361931,324,DNS,162.212.156.148,253,43917
2405,1521397356.37789,392,DNS,10.0.2.15,253,53
2406,1521397356.37797,324,DNS,162.212.156.148,253,43917
2407,1521397356.394114,329,DNS,10.0.2.15,253,53
2408,1521397356.394185,324,DNS,162.212.156.148,253,43917
2409,1521397356.407857,329,DNS,10.0.2.15,253,53
2410,1521397356.407947,324,DNS,162.212.156.148,253,43917
2411,1521397356.421739,329,DNS,10.0.2.15,253,53
2412,1521397356.421803,225,DNS,162.212.156.148,154,43917
2413,1521397356.455437,230,DNS,10.0.2.15,154,53
2414,1521397356.455692,324,DNS,162.212.156.148,253,43917
2415,1521397356.470627,329,DNS,10.0.2.15,253,53
2416,1521397356.470695,324,DNS,162.212.156.148,253,43917
2417,1521397356.484635,392,DNS,10.0.2.15,253,53
2418,1521397356.484868,324,DNS,162.212.156.148,253,43917
2419,1521397356.499031,329,DNS,10.0.2.15,253,53
2420,1521397356.499101,324,DNS,162.212.156.148,253,43917
2421,1521397356.514689,329,DNS,10.0.2.15,253,53
2422,1521397356.514746,324,DNS,162.212.156.148,253,43917
2423,1521397356.528729,329,DNS,10.0.2.15,253,53
2424,1521397356.528797,225,DNS,162.212.156.148,154,43917
2425,1521397356.565294,230,DNS,10.0.2.15,154,53
2426,1521397356.56548,324,DNS,162.212.156.148,253,43917
2427,1521397356.58646,392,DNS,10.0.2.15,253,53
2428,1521397356.586549,324,DNS,162.212.156.148,253,43917
2429,1521397356.600588,329,DNS,10.0.2.15,253,53
2430,1521397356.600646,324,DNS,162.212.156.148,253,43917
2431,1521397356.613952,329,DNS,10.0.2.15,253,53
2432,1521397356.614009,324,DNS,162.212.156.148,253,43917
2433,1521397356.629567,329,DNS,10.0.2.15,253,53
2434,1521397356.629628,324,DNS,162.212.156.148,253,43917
2435,1521397356.642364,329,DNS,10.0.2.15,253,53
2436,1521397356.642424,225,DNS,162.212.156.148,154,43917
2437,1521397356.677035,230,DNS,10.0.2.15,154,53
2438,1521397356.677219,324,DNS,162.212.156.148,253,43917
2439,1521397356.691456,329,DNS,10.0.2.15,253,53
2440,1521397356.691534,324,DNS,162.212.156.148,253,43917
2441,1521397356.70525,392,DNS,10.0.2.15,253,53
2442,1521397356.705333,324,DNS,162.212.156.148,253,43917
2443,1521397356.719972,329,DNS,10.0.2.15,253,53
2444,1521397356.720032,324,DNS,162.212.156.148,253,43917
2445,1521397356.734324,329,DNS,10.0.2.15,253,53
2446,1521397356.734383,324,DNS,162.212.156.148,253,43917
2447,1521397356.750892,329,DNS,10.0.2.15,253,53
2448,1521397356.750955,225,DNS,162.212.156.148,154,43917
2449,1521397356.786935,230,DNS,10.0.2.15,154,53
2450,1521397356.787121,324,DNS,162.212.156.148,253,43917
2451,1521397356.802609,329,DNS,10.0.2.15,253,53
2452,1521397356.802686,324,DNS,162.212.156.148,253,43917
2453,1521397356.823033,392,DNS,10.0.2.15,253,53
2454,1521397356.823112,324,DNS,162.212.156.148,253,43917
2455,1521397356.837097,329,DNS,10.0.2.15,253,53
2456,1521397356.837156,324,DNS,162.212.156.148,253,43917
2457,1521397356.850576,329,DNS,10.0.2.15,253,53
2458,1521397356.850638,324,DNS,162.212.156.148,253,43917
2459,1521397356.865582,329,DNS,10.0.2.15,253,53
2460,1521397356.865637,225,DNS,162.212.156.148,154,43917
2461,1521397356.901651,230,DNS,10.0.2.15,154,53
2462,1521397356.902022,324,DNS,162.212.156.148,253,43917
2463,1521397356.916703,329,DNS,10.0.2.15,253,53
2464,1521397356.916762,324,DNS,162.212.156.148,253,43917
2465,1521397356.931154,391,DNS,10.0.2.15,253,53
2466,1521397356.931242,324,DNS,162.212.156.148,253,43917
2467,1521397356.94582,329,DNS,10.0.2.15,253,53
2468,1521397356.945881,324,DNS,162.212.156.148,253,43917
2469,1521397356.961165,329,DNS,10.0.2.15,253,53
